NAME,ADDRESS,AGE,SUB_MONTHS,MONTHLY_PAYMENT,USAGE_FEQ,STFT,CHURN
Sarah Ramirez,5405 Diaz Views_Port Linda  IL 05612,23,33,29.03,9,5,False
Brandon Montes,0156 Jamie Squares_Riverashire  MP 32369,28,77,54.74,1,1,False
Kathryn Hess,6359 Roberts Throughway Apt. 214_Arnoldborough  AR 20402,48,12,45.11,18,1,False
Johnny Davis,06548 Karen Isle_East Sharonberg  NV 33666,54,95,73.34,1,4,False
Eddie House,6107 Anthony Via_Floresport  AL 50470,37,74,72.42,25,1,False
Nicole Trujillo,39849 Brandi Plaza Apt. 949_Devinport  NE 44700,51,61,74.96,7,4,False
Barbara Colon,0199 Yates Ways_South Angelaberg  PA 90349,30,36,37.61,8,5,False
Robert Brown,328 Stephanie Junction_West Tinabury  WY 74815,53,87,13.3,18,2,False
Andrew Gross,38894 Angela Glen Apt. 064_Sydneyshire  NM 62961,23,96,18.45,16,2,True
Curtis Weiss,540 Jones Harbors Apt. 606_North Rebecca  NH 70188,23,89,62.49,15,4,True
Nicholas Robinson,623 Christopher Manors_Philipshire  PR 57804,29,26,25.87,26,4,False
Joan Hughes,468 Kristen Wells_Bethanyfurt  WV 65846,49,34,86.83,18,2,False
Michael Steele,64652 Huff Unions_Patelchester  CA 05421,41,50,34.83,26,4,True
Samantha Green,01558 Keith Corner_West Lisaland  NM 70620,28,110,23.99,13,5,False
Heather Oliver,Unit 5464 Box 3495_DPO AE 07595,54,4,21.35,4,4,False
Rachel Villegas,0151 Jennifer Circles Suite 151_New Stacy  PR 61564,46,18,84.89,13,4,True
Michael Johnson,4064 Gross Ford_South Michaelfurt  ID 93555,38,109,74.07,6,3,False
Jennifer Floyd,34509 John Station_Dunlapton  MA 13966,39,38,18.59,12,2,False
Dwayne Garcia,8317 Jones Keys Suite 955_Port Adam  DE 83302,40,74,15.37,1,1,True
Dr. Gregory Simpson,992 Smith Gateway Suite 912_Laurachester  MP 12041,33,104,91.83,29,4,False
Scott Meza,258 Jeremy Inlet_Lake Stephenmouth  DE 23523,22,33,56.22,15,2,False
Paul Obrien,20189 Aaron Viaduct_Port Stephen  TX 77843,54,87,64.99,2,1,False
Jordan Keller,340 Roberts Drives_Port Leah  NE 62862,33,4,74.89,5,4,False
Lori Greer,98310 Watson Course_New Sherry  MD 28760,48,36,50.87,30,4,True
Adam Carey,9664 Vincent Rapid_New Christopherport  IL 62685,31,56,81.66,29,3,False
Joshua Simmons,62042 Wood Ville Apt. 989_Port Jennystad  FM 97545,20,57,89.14,17,1,False
Thomas Lee,9208 Owen Via Apt. 768_Holtborough  MD 28212,40,84,78.63,14,1,False
Carla Wells,329 Gonzales Square_Lake Janetmouth  GU 98475,38,4,50.54,6,2,True
Keith Butler,12882 Richard Pine_New Moniquetown  PA 93888,54,15,60.21,10,1,False
Julie Scott,29515 Michael Path_South Calebfort  PA 32011,41,22,95.24,4,4,False
Bradley Bautista,8994 Turner Junction Suite 827_Johnnyside  PW 98039,50,68,27.62,23,1,False
Frank Patrick,57303 Kathleen Parks_East Anne  MH 01431,20,54,18.69,11,3,False
Martin Wilson,8444 Seth Crossroad_Port Angelaberg  FL 83227,36,118,92.85,22,3,False
Virginia Thompson,64048 Lucas Lakes Suite 529_Jeffreyhaven  MO 56646,56,60,31.26,19,2,False
Amy Franco,573 Gabrielle Walk Suite 883_West Kimberlyhaven  AZ 27544,22,87,97.29,2,3,False
Brian Clark,15174 Brown Squares Apt. 347_Daniellehaven  OR 84209,33,57,90.61,4,5,False
Cheryl Compton,52137 Bonilla Ville_Marvinfurt  KY 73668,29,94,70.9,25,4,False
Andrew Harris,90403 Rachel Grove Suite 859_Victormouth  KY 20307,44,90,90.95,28,1,False
Kimberly Davenport,643 Harrell Mission Apt. 759_Toddside  VT 24711,45,28,45.71,11,3,True
Lindsey Padilla,3121 Macdonald Lights_Lake Dylan  MS 46757,37,91,59.46,17,2,False
Eric Holden,61766 Alvin Lodge_East Samuel  ID 81788,19,19,93.81,25,5,False
Bryan Barrett,888 Rubio Overpass Suite 902_Lindseyhaven  AZ 82959,28,26,12.98,16,4,False
Daniel Mays,PSC 2880  Box 5906_APO AA 56321,37,86,50.48,15,1,False
William Miranda,0006 Paul Unions Suite 868_North Marcia  KY 94392,60,106,36.01,3,3,True
Justin Jones,PSC 2504  Box 8627_APO AA 68766,51,39,74.61,20,3,False
Jody Mcgee,45820 James Isle Apt. 656_North Pamela  MT 07357,58,49,53.87,30,3,False
Ashley Edwards,5136 Phillips Plains_West Rickymouth  PW 37465,31,7,47.79,17,2,True
Christopher Jones,USNV Henderson_FPO AE 61061,40,61,47.07,1,5,False
Daniel Holder,80194 Jennings Grove_Katherineburgh  CT 92035,28,108,41.31,9,5,True
Jamie Weeks,7272 Rodney Underpass Apt. 185_Port Alexander  ND 39378,39,119,70.56,5,5,False
Derrick Hall,88534 Patty Trace_East Rebecca  AL 33946,20,96,59.97,28,2,False
Mrs. Jody Rice DVM,306 Lori Landing Apt. 229_East Laura  SD 61910,20,87,81.87,10,4,False
Joshua Fitzgerald,80431 Velasquez Row Apt. 435_Mariomouth  OR 99136,20,22,15.29,7,5,False
Mrs. Alexandra Campbell,4321 Diaz Pine_Jonesmouth  VT 72758,29,39,17.79,11,2,False
Alexander Thomas,38048 Lyons Ridge Apt. 920_South Mark  OH 26588,48,62,13.26,19,5,False
Nicholas Wright,2603 Dana Islands_Lindseychester  OR 10588,45,49,51.85,22,4,False
Timothy Johnson,9797 Powers Squares Suite 319_Scottstad  CT 51522,36,86,14.46,12,2,True
John Taylor,81530 Munoz Port Suite 902_Mcdonaldville  MP 35828,34,49,73.3,14,2,False
Johnny Rhodes,PSC 8612  Box 4822_APO AA 13651,57,12,65.97,22,5,False
Janet Carter,001 Jones Place Suite 083_Paulton  PA 46921,54,1,85.55,27,1,False
Derek Pham,PSC 5496  Box 6683_APO AE 88598,55,2,33.59,14,3,False
Margaret Ellis,USNV Johnson_FPO AP 30674,23,108,66.78,10,4,False
Gina Thomas,Unit 1857 Box 9665_DPO AA 59896,27,118,30.87,15,3,False
Cheryl Wheeler,7331 Victor Summit_East Ronaldfurt  LA 38596,27,9,53.82,16,1,False
Philip Thomas,9290 Kimberly Shore Suite 388_Grimesport  ME 99264,57,23,31.7,24,3,False
Brian Acosta,259 Linda Skyway_North Belindafurt  IA 47582,45,11,81.89,6,4,False
Mary Reed,993 Alexander Village Suite 430_Russelltown  ME 50409,28,85,70.82,13,2,False
Allen Nichols,526 Donovan Parks_Chelseaville  NV 64013,47,105,16.17,8,5,True
Crystal Waters,98085 Smith Circles_Jeremyfurt  OR 13714,45,38,48.22,17,5,True
George Morgan,50600 David Avenue_North Charlene  DE 34642,33,40,28.67,27,3,False
John Brown,2830 Elizabeth Gateway_Kevinville  FL 02859,28,114,64.41,16,2,False
Robert Watson,0616 Frank Junctions Apt. 947_Bennettberg  MT 58001,20,109,38.62,9,1,False
Patricia Ellison,809 Perez Isle_Billyshire  AZ 72619,39,45,50.89,5,4,False
Anthony Hampton,894 Cheyenne Fords_Lake Sarahport  NY 34234,48,4,92.31,15,1,False
Megan Holden,8867 Katherine Path_Brittanybury  MP 47648,35,3,94.81,23,3,False
Deborah Thomas,PSC 5356  Box 4852_APO AE 90721,30,76,78.1,22,4,True
Laurie Myers DVM,6839 Cruz Squares Suite 311_Ramireztown  NV 52931,21,4,22.59,9,2,True
Melissa Harris,32813 Michelle Grove Apt. 527_North Annettehaven  NM 05572,43,23,53.32,19,5,True
Samuel Gutierrez,9190 Hicks Viaduct_East Shannon  ME 50386,51,6,47.94,22,5,False
Whitney Anderson,944 Larson Corner_Port Conniemouth  WI 70472,38,103,62.38,17,5,True
Marc Russo,3148 Fitzgerald Valleys Apt. 368_Lake Martin  WI 48400,53,8,36.1,22,1,False
Pamela Hunt,2186 Kristy Unions_Laurenborough  AZ 55326,37,81,19.46,11,3,True
Patricia Mason,73437 Brian Oval Apt. 574_North Julie  NE 55942,29,115,82.43,20,4,False
Jennifer Lewis,249 Allison Radial_Port James  WI 94561,29,91,42.27,23,4,False
Carmen Swanson,75982 Thomas Divide_Lake Monica  WA 86862,30,115,37.68,26,3,False
Tiffany Harris,370 Porter Parks_North Christopherhaven  OH 74953,30,84,68.83,14,5,True
Patrick Gross,86514 Danielle Heights Suite 238_North Stephenstad  VI 21953,35,12,96.77,24,1,False
Debra Mendez,2090 Jacqueline Forks_Derekberg  OK 25895,51,26,12.78,29,2,False
James Hale,11050 Vanessa Isle_Osbornmouth  GU 31329,32,118,87.35,30,4,False
Kayla Miller,409 Johnson Trail Suite 111_North Jacobland  MS 14605,19,35,44.44,5,3,False
Lindsey Mills,53605 Ronnie Route_Fostershire  MT 24125,54,13,72.55,14,1,False
Anna Knight,811 Wyatt Hills_Lake Debbie  OR 74333,56,6,44.49,19,2,True
Michelle Perry,0535 James Trail Apt. 797_New Ricardoburgh  NM 76008,27,20,43.99,24,3,True
Jonathan Jackson,026 Elizabeth Lake_North Patricia  MS 24569,30,96,39.67,20,1,False
David Walker,59345 Harmon Flats Suite 589_Leebury  AL 72620,55,13,54.53,30,3,False
Michael Gill,Unit 6699 Box 3209_DPO AP 85247,23,40,56.22,5,5,False
Donna Evans,8637 Haynes Center Apt. 748_Richardville  PA 75069,25,43,52.97,15,5,False
Darlene Davenport,9331 Jack Coves_Snyderstad  WA 84060,35,91,44.89,30,4,False
Heidi Gilmore,5949 Wood Branch_Heatherberg  NH 71862,41,117,16.73,20,1,True
Julie Smith,3376 David Common_Martinezport  TX 39301,39,82,45.72,14,4,True
John Hood,440 Jill Path_North Bridget  CO 04337,49,79,64.91,11,1,False
Robert Mccall,65747 Jennifer Harbors Apt. 861_West Kelliberg  OK 15853,32,82,16.1,7,2,False
Matthew Drake,155 William Falls_Robertview  MH 22025,40,78,58.49,18,1,True
Scott Johnson,2729 Brown Greens_West Elizabeth  FM 03663,32,3,94.14,8,5,False
Melissa Stanley,92208 Rubio Ville Apt. 643_Wattsfort  WV 74357,20,95,63.22,28,5,False
Isabel Williams,PSC 2662  Box 2163_APO AP 55969,38,84,61.81,29,3,True
Andrea Perez,1143 Malone Crossroad_South Timothy  IA 30881,39,19,82.33,29,1,False
Bridget Leonard,61024 Sandra Haven_Lake Miguelfurt  NH 20705,35,118,18.45,26,5,False
Erin Gibbs,7808 Cynthia Camp_Lorihaven  CO 87941,49,53,24.11,15,4,True
Jennifer Benjamin,Unit 6663 Box 7461_DPO AA 79956,39,34,87.19,3,3,False
Dawn White,9348 Mendez Track Suite 184_Debrastad  GA 72535,37,47,63.39,10,4,False
Victoria Jones,06850 Amanda Drive_Morrisonchester  AS 02026,35,99,65.51,4,5,False
Barry Martin,9122 Sean Trace_Port Peter  CO 14846,49,49,41.69,27,5,True
Kelly Shepherd,0690 Rodriguez Mount_Powellmouth  NV 87760,50,19,32.44,5,5,True
Andrew Osborne,88111 Brian Mountains_Lake Stephanie  RI 85329,47,90,81.3,8,5,False
Michael Price,42205 Anna Canyon_Kennethview  AS 14425,27,53,85.83,29,1,True
Lydia Patton,PSC 1426  Box 2179_APO AP 68312,58,28,44.56,28,2,True
Michael Hendricks,419 Berry Avenue_South Henry  WY 13840,20,17,32.62,15,4,False
Samuel Pierce,06422 Reyes Causeway Suite 338_West Peterfurt  FM 36191,22,27,43.63,13,3,False
Melissa Jefferson,845 Jessica Expressway_North Jonathanview  MO 53341,25,102,13.77,6,4,False
David Payne,PSC 3012  Box 1201_APO AE 65392,30,15,52.98,24,5,False
Brian Barron,95491 Nichols Walks_Princetown  PA 53775,59,75,92.33,28,4,False
Travis Graham,69599 Smith Cape_East Jamestown  IL 19841,40,82,41.58,21,1,False
Angela Whitney,308 Allen Tunnel Apt. 273_North Christopher  MD 29953,56,13,37.6,10,1,False
Thomas Garcia,8815 Young Junction_Elizabethland  SC 78385,23,5,24.14,6,2,True
Shannon Morton,81451 Chen Squares_North Haroldfurt  NY 70820,35,110,86.74,1,2,True
Caroline Brown,88102 Shaffer Street Suite 538_Lake Christopher  GA 58747,55,32,85.43,4,4,False
Sandra Cook,471 April Ridge Apt. 075_Elizabethland  MH 48616,49,118,81.1,17,2,True
Lauren Dunlap,0726 Michael Islands_West Crystalview  TX 05061,49,33,46.59,4,1,False
Francisco Barrera,49113 Santiago Garden_Newmanmouth  PR 97320,44,110,90.75,17,1,False
Jaime Skinner,63726 John River Apt. 770_Harrisfurt  AK 77836,28,97,54.47,7,4,False
Paula Holmes,83041 Williams Fields_Port Sharon  OK 76172,24,96,52.04,16,3,True
Nicole Duncan,5141 John Branch Apt. 068_Dominiqueview  NM 92425,27,51,66.1,1,5,False
Kimberly Williams,434 Lisa Plain Apt. 660_Port Traciborough  AS 28899,30,1,42.47,3,5,False
Deborah Jimenez MD,Unit 9655 Box 2228_DPO AA 87870,54,15,67.88,5,2,True
Jessica Adams,5645 Erik Neck_Williamland  MA 38615,31,72,72.35,23,4,True
Christopher Scott,PSC 0873  Box 4685_APO AP 44162,54,39,36.2,14,4,False
Logan Dean,326 Sparks Road Apt. 967_New Daniellefort  IN 90185,47,32,43.41,1,5,False
Brian Wolfe,04865 John Circles_Lake Derrick  MT 06690,31,34,16.93,23,4,False
Erik Peterson,88166 Jessica Trail_Mcleanchester  MN 89978,28,99,87.65,10,5,False
Paula Newman PhD,37360 Shannon Glens Suite 324_Andrewsmouth  FL 29806,48,30,60.76,17,2,False
Scott Tran,5667 Nguyen Court Apt. 120_South Stephaniebury  DE 02840,56,17,99.22,28,4,True
Ashley Burns,8040 Wright Corner Apt. 533_New Thomas  DC 70863,21,112,64.35,18,5,False
Anna Nguyen,54426 William Spur Apt. 101_South Sherry  WY 94735,25,99,82.98,14,1,True
Anthony Jenkins,7172 Burnett Center Apt. 196_Brownborough  ND 48652,32,15,90.3,20,3,False
Carolyn Perez,371 Peter Forges Suite 081_Stanleymouth  FL 09895,49,7,56.79,10,2,False
Robert Goodwin,99092 Wolf Island Apt. 773_Curryview  MO 76199,59,25,57.91,18,5,False
Pamela Scott,Unit 5547 Box 8439_DPO AP 60072,28,74,56.9,8,4,False
Brian Singh,29119 Newton Neck_Alyssafort  GU 74732,56,62,15.11,11,1,True
Valerie Nichols,383 Lauren Roads_Wolfberg  MH 71284,30,49,60.71,21,4,False
Stephanie Green,69059 Owens Coves Apt. 172_Smithville  MT 79367,58,78,69.28,9,5,False
Jorge Swanson,1479 Stephanie Divide_Port Destinyborough  MS 19953,46,64,96.25,4,2,False
James Cooper,30089 West Plaza Suite 252_Foleychester  AZ 25836,30,30,18.6,24,3,False
Jennifer Johnson,080 Alexander Glen Apt. 604_East Jennifershire  LA 88710,34,7,72.73,29,5,False
Matthew Burke,738 Matthew Crossroad_Thomasmouth  KY 71861,44,3,77.85,17,3,False
Lisa Mendez,55176 Ibarra Glen_Shermanborough  AR 89363,38,89,65.76,26,5,False
Sean Booker,814 Pruitt Lake_South Walterborough  SD 18045,36,90,53.1,15,4,True
Jeffrey Garcia,6385 George Common Apt. 019_Howeside  ME 79175,25,52,41.86,14,3,False
Nathan Berg,99938 Wilson Plains_Vasquezbury  MO 96269,51,73,68.77,2,3,True
Amanda Goodwin,USS Montes_FPO AE 31921,29,120,94.17,11,1,False
Teresa Ingram,726 Melanie Skyway_Donovanfort  PW 21349,48,6,77.1,23,1,True
Angelica Garcia,0846 Benjamin Grove Apt. 517_West Jason  ND 89969,41,104,37.65,21,3,False
Laurie Luna,3035 Connie Ports_New Matthewmouth  AR 60980,38,90,39.13,5,5,False
Steven Nelson,416 Jeffrey Locks_Leetown  AZ 50295,48,88,21.04,14,1,True
Robert Harris,9989 Cox Squares_East Jaimestad  CA 91457,48,83,35.73,16,3,False
Elizabeth Morris,04635 Joseph Dale_Port Rebecca  GU 70641,38,19,22.85,21,3,False
Christine Moore DDS,USCGC Anderson_FPO AP 04741,49,36,15.89,23,1,True
Amanda Lee,43303 Douglas Road_South Ryan  MT 66876,49,86,69.63,7,1,False
Antonio Arellano,7483 Baker Mall Apt. 917_North Melissa  PA 93863,41,24,31.32,7,2,True
Michael Martinez,Unit 8681 Box 7910_DPO AE 27680,28,2,23.47,10,5,False
Adam Carrillo,0260 Combs Light_Alvinfurt  TN 63661,20,52,19.67,23,3,True
Daniel Webb,123 Paul Inlet Suite 710_West Dale  NJ 87897,31,79,31.02,15,1,True
Nicholas Saunders,6043 Nicholas Lights_West Jamieville  NM 35802,33,47,56.7,7,1,False
Heather Mckee,0629 Harris Trail Suite 502_Lake Jonathanberg  MN 10600,34,56,15.8,22,3,False
Ariel Wood,617 Victoria Lake Suite 002_East Andrew  AL 69747,20,118,17.91,9,3,False
Diana Church,90700 Wright Lake Suite 586_Oliverbury  AR 67783,53,113,36.37,5,1,False
Sarah Johnson,04737 Brandon Ford Suite 095_East Jeremystad  MO 92717,25,66,14.76,19,1,False
Amanda Duncan,43224 Simpson Turnpike_North Stephanieburgh  RI 49703,59,111,80.79,15,1,False
Christine Murphy,876 Renee Falls_West Robert  MD 04916,33,84,71.21,29,3,True
Joseph Hudson,7998 Barnett Views_Lake Daniel  HI 72691,45,24,34.66,8,3,False
Donna Ryan,355 Yvonne Islands Suite 309_Steventon  PR 95577,42,4,45.14,10,2,True
Tonya Anderson,6353 Sutton Cape Suite 291_New Christopherfurt  MI 82058,53,87,82.38,10,3,True
Jon Stein,94862 Salas Square_Nunezshire  NM 38306,26,52,78.45,22,3,False
Timothy Hall,Unit 9938 Box 8350_DPO AP 55017,21,89,60.64,19,3,False
Emily Schmidt,9076 Jones Glen_South Morganshire  ND 21013,49,94,62.49,11,1,True
Perry Anderson,4091 Tara Pines_Julieside  NJ 75774,57,71,88.26,12,1,True
Stephanie Barton,7443 Adams Greens Apt. 581_North Jessica  UT 97138,41,120,16.03,29,4,False
Mary Gentry,79240 Mccormick Radial_Burtonburgh  FL 41142,45,8,93.16,2,1,True
Kevin Potts DDS,USNS Hubbard_FPO AP 66334,34,109,21.43,21,4,False
Justin Trujillo,7587 Chavez Coves_Tammymouth  OR 35724,59,74,64.2,16,4,False
Jennifer Graves,3018 Tracy Cove Apt. 155_Amberburgh  WI 89568,56,9,32.21,28,5,False
Amanda Herrera,33321 Daisy Trail Apt. 913_Courtneybury  MT 48881,27,75,46.16,3,4,False
Katie Jackson,9050 Mitchell Island Apt. 504_Thomasside  RI 80063,46,8,31.99,20,1,False
Shelly Taylor,15829 Gabriel Park_North William  NY 23596,41,34,38.65,13,1,False
Victor Cuevas,47125 Travis Branch Apt. 157_Jameshaven  OK 28148,34,45,64.75,26,1,False
Scott Decker,679 Kayla Alley Suite 111_Clintonmouth  CA 99269,58,49,98.29,15,4,False
Maria Wilson DVM,422 Nicole Walk Suite 013_Shirleyville  CA 53459,31,54,57.15,11,2,True
Natalie Alvarez,2423 Hunter Common Apt. 056_Lake Denise  AS 35606,49,51,38.11,5,5,False
Kari Jackson,664 Heather Green Suite 587_North Beverlybury  CA 46611,52,63,21.28,4,2,False
Ryan Rocha,922 Whitaker Terrace_Patrickburgh  MS 35030,59,30,72.35,29,3,True
Mandy Harmon,426 Martinez Harbor_Lake Christophermouth  MI 82727,49,92,24.35,1,5,False
Robert Woods,Unit 2427 Box 8198_DPO AA 17448,36,29,58.3,23,1,False
Shelia Hodges,767 Johnson Point_Mccoyfort  PW 48582,49,9,77.94,25,4,False
Sandra Wilson,USNV Velez_FPO AE 10251,33,32,96.58,12,2,False
Kayla Gill,43292 Dawn Mall_Michaelburgh  HI 11124,41,34,23.21,26,4,False
Michael Mata,865 Williams Overpass Apt. 717_Port Deanland  WV 34244,58,114,57.94,7,1,False
Victor Gibson,0145 Calvin Passage_East Oscar  AS 50225,39,74,10.13,24,5,False
John Hopkins,552 Lisa Square Suite 055_South Jocelynburgh  MH 27196,31,40,74.85,17,3,False
Victoria Alexander,048 Nicole River Apt. 201_West Sheila  AL 01163,21,105,24.61,12,1,False
Terri Romero,00191 Pham Plain Apt. 696_South Shannon  VT 17727,37,2,71.57,17,5,False
Jackie Vargas,9407 Julia Turnpike Suite 815_Tranborough  FL 67754,41,18,27.47,17,2,True
Kelly Kennedy,USNV Gardner_FPO AE 57824,50,1,68.86,1,1,False
Michael Perry,Unit 5107 Box 8855_DPO AP 63527,26,89,33.5,28,5,False
Jacqueline Hall,43798 Shaun Crossroad_South Kaitlinburgh  AL 44702,47,65,58.66,19,4,False
Mrs. Lisa Contreras,5008 Travis Keys_New Dannyberg  PA 67124,33,22,78.16,3,3,False
Karen Bray,USNS Ruiz_FPO AP 52003,28,51,38.93,2,5,False
Sarah Baker,640 Justin Viaduct Suite 672_East Glenn  MT 82252,33,94,22.9,23,1,False
Christine Anderson,30972 Lewis Branch Suite 986_Edwardsside  FL 37772,30,105,52.83,13,4,True
Dr. Regina Perez,74479 Shane Circle_New Gregoryburgh  ME 09770,33,60,38.05,21,5,False
Matthew Brown,78374 Sarah Flats_South Patrickshire  MA 21103,50,17,45.08,15,4,False
Rebecca Ward,74824 Anna Causeway Suite 334_Riversville  NY 86780,23,106,88.51,26,4,True
Matthew Ruiz,USNV Lynch_FPO AA 33378,35,43,67.86,23,5,True
Theresa Gonzalez,3799 Brown Glens Suite 412_Lake Robert  GU 76081,20,94,65.76,12,3,False
Karla Patterson,215 Spears Stream Apt. 246_Kevinburgh  NH 80221,31,60,43.3,7,3,True
Christopher Munoz,8001 Dale Shoals Apt. 539_Lake Todd  MA 40039,47,16,21.04,26,3,False
Monica Campbell,2542 Russell Viaduct_South Madison  AL 45829,24,118,65.82,24,5,False
Maria Kaufman,4769 Roman Mission Suite 763_Lake Nina  TN 57571,40,51,29.95,30,3,True
Allen Hamilton,PSC 4383  Box 6830_APO AP 32160,43,47,17.93,18,2,False
Anne Shelton,23902 Allen Trail Apt. 912_Williamsview  MN 24225,45,109,17.58,9,5,False
Jamie Holmes,275 Snow Via_Lake Kayla  DC 38785,19,3,67.61,10,4,False
Kristen Gordon,8036 Dickerson Mill Suite 102_North Patrick  AR 59256,55,41,54.59,2,1,True
Sabrina Maddox,51015 Freeman Garden_Lake Danielland  KS 00653,32,57,97.96,27,4,False
Mr. Jeffrey Velasquez,83625 Evans Mission_Johnsonport  ME 54109,42,67,59.22,19,1,True
Sandra Perry,346 Michael Stream Apt. 582_Morganville  TN 07133,59,14,30.52,1,1,True
Eric Mays,Unit 4379 Box 8479_DPO AA 31663,21,24,33.32,15,4,True
Jaime Lopez,851 Haynes Flat Apt. 388_Scottborough  NV 22982,22,73,97.21,27,1,False
Kylie Brown,PSC 3829  Box 5394_APO AP 64760,29,89,85.01,12,5,True
Frederick Higgins,USCGC James_FPO AP 74106,53,96,48.42,2,3,True
Sierra Nguyen,04255 Middleton Underpass_Garyville  NV 57435,31,35,31.64,22,4,True
William Delgado,314 Stone Circle_Port Sarahside  MS 40813,50,47,63.75,7,5,False
Cassandra Becker,38774 Matthew Trafficway_Perezbury  LA 85663,32,111,72.01,21,3,False
Alan Neal,5374 Schultz Spur Apt. 163_South Joshua  NE 46111,39,13,20.51,16,4,True
Stephanie Davis,4333 Thomas Villages Suite 491_Wigginsburgh  ND 64032,43,17,73.4,19,4,False
Douglas Berry,Unit 2219 Box 8312_DPO AE 70238,58,120,75.21,15,1,False
Priscilla Bennett,58292 Lisa Lights Apt. 003_South Dominique  IA 42571,45,44,10.86,27,4,True
Andrew Ross,957 Jason Green_North Calvin  MT 73598,21,80,55.01,1,2,False
Alison Middleton,PSC 4031  Box 9633_APO AA 55534,46,81,69.34,8,4,False
Daniel Moore,597 Emily Lodge Suite 099_New Morganshire  NE 92713,31,26,83.37,6,1,False
Joshua Santiago,4260 Perkins Branch_Lauratown  NV 30557,37,78,99.38,4,1,False
Patty Harvey,624 Perkins Haven Suite 521_New Stevenchester  UT 94094,31,83,33.22,21,2,False
Samantha Gardner,2193 Jonathan Loaf_Blakemouth  CO 41281,52,9,38.03,22,5,True
Sara White,1988 Carolyn Dam_Lake Christinehaven  PA 66951,36,50,77.51,15,2,False
Christopher Jones,USNS Woods_FPO AP 93563,31,57,26.36,20,4,False
Tracy Jones,25945 Martinez Villages Apt. 038_West Joannebury  PA 66446,21,25,28.66,14,2,False
Christopher Cameron,758 Victoria Stream_Emmaborough  MD 46528,39,7,52.46,23,1,True
Luis Ramirez,488 Shah Village_Christinemouth  NM 50887,36,10,89.23,21,1,True
Shannon Johnson MD,Unit 0799 Box 0613_DPO AA 59067,57,9,60.76,16,2,True
Monica Moore,99273 Roberto Square_Lake Kimberlytown  DE 51482,36,42,62.52,9,3,True
Sarah Jennings,0503 Jonathan Path_Bookermouth  AK 89612,19,24,82.64,20,2,False
Crystal Valdez,156 Steven Point Apt. 333_Kristaview  AS 52607,59,39,59.36,24,2,True
Samuel Roberts,358 Christopher Club Suite 661_Simstown  OR 98702,49,102,49.52,14,4,False
Jessica Berg,9549 Mckay Centers Apt. 530_Tonitown  KY 58923,49,104,53.75,15,2,False
Laura Jones,3767 Williams Fork_Stephanieville  WI 36493,23,92,63.94,4,2,False
